AROKATO;Nom;Etat2001;Dist2001;Longitude;Latitude;Stat_cap;Dist_Cap;Status U/R;Status D;1961;1981;1991;2001;2011
ARR4116928;Inhauna;9;28;81.492012;26.525021;0;0;R;R;3803;7314;7619;10374;13049
ARR44132601;Sili;26;1;73.075105;20.269961;0;0;R;R;4917;7806;8739;10282;13041
ARR44142311;Bamora;23;11;78.081046;24.058034;0;0;U;CT;16225;24110;26072;11471;13039
ARR441593;Bhaguwala;9;3;78.25686512;29.70317061;0;0;R;R;3763;6488;6758;9824;13036
ARR44162343;Chhapar;23;43;79.251193;22.053501;0;0;R;TP;1773;3223;3503;11394;13026
ARR44172119;Khalikote;21;19;85.086496;19.608638;0;0;R;R;5051;8708;9071;10958;13022
ARR44181802;Golokganj;18;2;89.824502;26.106124;0;0;U;CT;6846;10638;11523;14464;13020
ARR44191918;Belpukuria;19;18;88.207411;21.99784;0;0;R;R;5980;9492;10317;11842;13011
ARR44202311;Gaurjhamer;23;11;78.937272;23.525312;0;0;R;R;3399;7245;8977;11273;13004
ARR4421339;Kadachanallur;33;9;77.80008474;11.36217147;0;0;R;R;3811;6352;6904;9720;13001
ARR4422812;Barnagar;8;12;76.111827;27.55683;0;0;R;R;4934;7987;8211;10929;12995
ARR4424908;SaroorpurKalan;9;8;77.232414;29.029749;0;0;R;R;5375;9429;10822;10959;12990
ARR4425616;Kanina;6;16;76.308231;28.329994;0;0;U;M;4412;8171;8601;10195;12989
ARR4426615;Chhara;6;15;76.717672;28.696546;0;0;R;R;6464;11144;11257;13244;12989
ARR4427194;Chitalghata;19;4;88.26553312;26.4684813;0;0;R;R;3936;6672;7413;9901;12988
ARR44283326;Mallankinaru;33;26;78.054139;9.597091;0;0;U;TP;5285;9437;9830;11823;12986
ARR44293329;Gunaramanallur;33;29;77.338584;8.915369;0;0;R;R;4829;7917;9614;11310;12982
ARR4430914;ArruwaBanger;9;14;77.769774;27.619294;0;0;R;R;3997;7838;9358;11207;12982
ARR44322811;Hiramandalam;28;11;83.949214;18.670754;0;0;U;CT;8210;10158;11379;12840;12982
ARR44343326;Shah;33;26;77.59909;9.643904;0;0;U;TP;4686;8678;9552;11988;12980
ARR44353315;Thathaiyangarpet;33;15;78.449;11.1225;0;0;U;TP;6531;10048;10577;12286;12980
ARR4437613;Chang;6;13;76.242504;28.881432;0;0;R;R;6241;8105;9535;11817;12979
ARR44382709;RajpurKorabag;27;9;79.127661;21.298635;0;0;U;CT;5108;8577;9652;10718;12979
ARR4439907;Ajrara;9;7;77.817957;28.83772;0;0;R;R;4785;8250;8684;11513;12974
ARR44402308;Lidhorakhas;23;8;78.86772;25.073195;0;0;U;TP;4692;6800;8490;11162;12974
ARR44412808;Pochampalle;28;8;78.821321;17.347933;0;0;U;CT;7158;10226;11115;11897;12972
ARR44423321;Thirukkattupalli;33;21;78.95405;10.850217;0;0;U;TP;8312;10795;12611;12567;12972
ARR44452113;Bari;21;13;86.3471554;20.69048894;0;0;R;R;3405;6548;7599;9631;12962
ARR44473311;Huligal;33;11;76.798259;11.301841;0;0;U;TP;13507;17098;17998;17054;12960
ARR44481907;Popara;19;7;88.095413;24.293074;0;0;R;R;5785;8903;9051;11078;12959
ARR4449923;OelDhakwa;9;23;80.744101;27.842087;0;0;U;TP;5082;7473;9462;11079;12958
ARR44513329;Koondankulam;33;29;77.705521;8.191775;0;0;R;R;5840;8984;9375;11029;12957
ARR4452902;ChauraiKhas;9;2;77.770373;29.571791;0;0;R;TP;4354;8374;9202;11394;12956
ARR41501017;Maricha;10;17;84.907518;25.820511;0;0;R;R;5774;7094;8299;10411;12948
ARR44531032;Kargahar;10;32;83.92747738;25.13102835;0;0;R;R;3250;6260;7345;9568;12948
ARR44542310;Peddapalle;23;10;80.3797;24.6149;0;0;U;NP;14394;23990;32471;11413;12945
ARR4455197;AnupNagar;19;7;87.94837472;24.68113335;0;0;U;CT;5500;7333;7971;9964;12940
ARR44573329;Thippampatti;33;29;77.386418;8.879396;0;0;R;R;7323;10461;11230;13212;12933
ARR4458947;Gosainganj;9;47;82.378767;26.574344;0;0;U;TP;8264;10733;11180;12590;12931
ARR4459957;Meghnagar;9;57;83.716142;27.056885;0;0;U;CT;3979;7235;7950;10318;12929
ARR4461940;SadiMadanpur;9;40;80.536974;25.771548;0;0;R;R;4328;7346;8051;10507;12916
ARR44622713;Sindewahi;27;13;79.656492;20.286831;0;0;R;R;6726;10039;12450;12962;12914
ARR4158915;Khanda;9;15;78.156137;27.365937;0;0;R;R;3606;7672;9262;11279;12908
ARR44632809;Kesamudram;28;9;79.874549;17.690404;0;0;R;R;2195;6650;8772;11247;12904
ARR44642404;Unava;24;4;72.3633;23.7676;0;0;R;R;8477;11456;12452;12316;12901
ARR44653306;Thirumalgiri;33;6;79.22396;12.246806;0;0;U;TP;2839;7472;8785;12468;12899
ARR44661918;Brojaballabpur;19;18;88.355256;21.722459;0;0;R;R;4559;8757;9568;11391;12897
ARR44672814;Tapeswaram;28;14;81.926382;16.893129;0;0;R;R;7489;11159;11566;11964;12894
ARR44682304;Bilaua;23;4;78.274998;26.050461;0;0;U;TP;5981;7974;10288;11441;12893
ARR44691902;Raichenga;19;2;89.256756;26.512823;0;0;R;R;5238;7079;7779;11061;12892
ARR44702329;Mundi;23;29;76.494274;22.066967;0;0;U;TP;4868;6856;8859;10672;12889
ARR4471823;Dei;8;23;75.945354;25.678598;0;0;R;R;5032;7741;7980;10815;12884
ARR4472323;Thirunelly;32;3;75.99445238;11.90836833;0;0;R;R;4122;9159;10177;11719;12878
ARR4474904;DhakiaPeeroo;9;4;78.769438;29.05877;0;0;R;R;4304;5249;6998;10631;12865
ARR4475227;Sakari;22;7;82.08118627;22.1068497;0;0;R;R;2690;4560;5182;8854;12861
ARR44791012;Madhogarh;10;12;86.544972;25.92265;0;0;R;TP;4951;7073;8882;10082;12858
ARR4480814;Thanwala;8;14;74.466067;26.556518;0;0;R;R;3797;7302;7686;10251;12857
ARR44811004;Shivrinarayan;10;4;85.619742;26.648311;0;0;R;TP;3007;5337;8234;10726;12857
ARR4174815;Aau;8;15;72.85029298;27.19944279;0;0;R;R;3434;4578;6201;9500;12855
ARR44832725;Dorlewadi;27;25;74.609984;18.097373;0;0;R;R;4978;8480;9816;10949;12851
ARR4484815;Baori;8;15;73.181075;26.618988;0;0;R;R;4076;7279;7582;10212;12849
ARR44862309;Chandla;23;9;80.192776;25.071533;0;0;U;TP;4545;7450;7926;10216;12838
ARR44872713;Nanda;27;13;79.130711;19.772261;0;0;U;CT;3935;5776;6014;11790;12836
ARR4489331;Arani;33;1;80.08554822;13.33347145;0;0;U;TP;6813;10481;11422;12614;12833
ARR44902117;Pratapsasan;21;17;85.869235;20.205883;0;0;U;CT;2244;4008;11132;11971;12830
ARR44911013;Panchobh;10;13;85.83213;26.128648;0;0;R;R;4952;7287;7942;11084;12824
ARR4182248;Nazrulnagar;24;8;71.726828;23.186642;0;0;U;CT;4032;6834;8738;10924;12823
ARR44931009;Dhemaji;10;9;87.352221;25.775718;0;1;R;R;3401;6668;8891;11863;12816
ARR4494810;MalarnaDoongar;8;10;76.471743;26.289067;0;0;R;R;4571;6926;7903;10650;12809
ARR44952922;Besagarahalli;29;22;76.9926;12.6406;0;0;R;R;6950;12054;13576;12293;12808
ARR4496968;Gyanpur;9;68;82.464837;25.329391;0;0;U;TP;7243;10838;11911;16764;12808
ARR4497832;Pirawa;8;32;76.033712;24.161572;0;0;U;M;5569;8982;9594;11185;12807
ARR44992211;MandirHasaud;22;11;81.76812693;21.2232207;0;0;U;CT;3289;5873;6118;9235;12807
ARR45011205;Ziro;12;5;93.835508;27.584386;0;0;U;CT;5725;8419;8862;12384;12806
ARR4502965;Raksaha;9;65;83.68705291;25.44464037;0;0;R;R;4010;5208;6290;8974;12803
ARR4503959;Hata;9;59;83.743715;26.741243;0;0;U;TP;6625;10130;11188;13676;12801
ARR4504310;KotIseKhan;3;10;75.137297;30.945088;0;0;U;CT;5563;7727;8399;10499;12800
ARR45053328;Sayapuram;33;28;78.029338;8.684638;0;0;U;TP;4593;9374;10855;12771;12792
ARR4195231;Karahal;23;1;77.05047023;25.49058676;0;0;R;R;3053;5174;6212;9775;12790
ARR45062902;Lokapur;29;2;75.367241;16.163625;0;0;R;R;3950;6930;7787;10865;12790
ARR45071907;Garibpur;19;7;88.501388;24.007222;0;0;R;R;5808;8067;9491;11936;12788
ARR4508613;Faridnagar;6;13;75.917003;28.869709;0;0;U;TP;5536;10065;10940;11272;12785
ARR45092820;Devendranagar;28;20;78.982154;14.412375;0;0;R;TP;5079;9768;11100;11413;12785
ARR4199291;Katakol;29;1;75.140518;15.987584;0;0;R;R;4015;9337;10188;11393;12782
ARR4510307;Karoran;3;7;76.754749;30.989639;0;0;R;CT;11968;22045;24316;29804;12779
ARR45112801;Mudhole;28;1;77.911961;18.975986;0;0;R;R;6106;10010;10870;12814;12777
ARR45123330;Nattalam;33;30;77.227064;8.289465;0;0;U;CT;4826;8180;9976;11037;12775
ARR45132719;Ettayapuram;27;19;75.192829;20.006527;0;0;U;TP;7616;11540;12167;12794;12772
ARR4514317;Shutrana;3;17;76.118094;29.908952;0;0;R;R;4666;8044;9321;10949;12768
ARR45161915;Sitalpur;19;15;87.911853;22.17543;0;0;R;R;5859;9108;9817;11061;12761
ARR4206614;Nindana;6;14;76.377016;29.009644;0;0;R;R;4001;9525;9820;11553;12760
ARR4519958;JanglDhoosar;9;58;83.43690336;26.80914983;0;0;R;R;3725;6898;7637;9870;12755
ARR45211019;Sasan;10;19;86.190578;25.687922;0;0;R;R;4168;6723;7583;10647;12750
ARR45221602;DakshinChandrapur;16;2;91.518997;23.459744;0;0;R;R;6203;9597;9913;10995;12750
ARR45233308;Kolathur;33;8;77.752323;11.848306;0;0;U;TP;4592;7918;8606;10254;12748
ARR45241805;NizChenga;18;5;91.098436;26.299076;0;0;R;R;10915;16829;17245;11629;12746
ARR45251014;Muri;10;14;85.233773;26.083282;0;0;R;CT;7633;9308;10342;12009;12744
ARR4526619;Rupraka;6;19;77.15839426;28.00294378;0;0;R;R;5148;7150;7857;9243;12743
ARR4527908;Daula;9;8;77.331002;28.958425;0;0;R;R;4093;6396;7617;10682;12743
ARR45293301;Uthukkottai;33;1;79.891809;13.333826;0;0;U;TP;4262;9687;10653;10626;12740
ARR45302424;Amalsad;24;24;72.954965;20.814375;0;0;R;R;5584;10919;11925;12646;12735
ARR421794;BirpurThan;9;4;78.87998944;28.83630229;0;0;R;R;3284;5221;6122;9158;12729
ARR45312918;Bandora;29;18;76.541174;13.583714;0;0;U;CT;4913;8470;9736;12267;12722
ARR4533206;Vellomcode;2;6;76.523692;31.685975;0;0;U;CT;5593;14341;15256;17252;12715
ARR4534942;SKodikulam;9;42;80.717304;25.882785;0;0;U;TP;5796;10539;11581;11988;12713
ARR45351004;Majhaur;10;4;85.68392;26.42964;0;0;R;R;5913;7391;7993;10107;12711
ARR45362703;Dameracherla;27;3;75.926278;21.195658;0;0;R;R;2313;7976;8912;11049;12710
ARR4538191;Lahugaon;19;1;88.21259492;26.49465354;0;0;R;R;3493;6985;7056;9959;12710
ARR45403305;BMallapuram;33;5;78.264355;11.988551;0;0;U;TP;3703;5367;5533;11474;12705
ARR45432813;Madugula;28;13;82.81539;17.916395;0;0;R;R;6425;9449;11690;12869;12704
ARR4545321;Enmakaje;32;1;75.10830347;12.64495136;0;0;R;R;5608;9045;10331;11773;12697
ARR45462822;Bathalapalle;28;22;77.76698155;14.51507463;0;0;R;R;2034;5983;7694;9810;12697
ARR45483327;Devipattinam;33;27;78.896621;9.475678;0;0;U;CT;5016;6600;8968;10166;12690
ARR42311912;Keshabpur;19;12;87.9042;22.8837;0;0;R;R;4667;8806;9784;11214;12687
ARR45512803;Manakondur;28;3;79.185361;18.402178;0;0;R;R;5076;7691;10476;12249;12687
ARR45522819;Manubolu;28;19;79.872198;14.206687;0;0;R;R;4712;9647;10265;11477;12687
ARR45532901;Bagewadi;29;1;74.645355;15.774885;0;0;R;R;3423;6224;7592;11862;12684
ARR4554812;Phagi;8;12;75.559724;26.577462;0;0;R;R;5151;8731;9095;11299;12682
ARR45552720;Vinchur;27;20;74.2265;20.1053;0;0;R;R;4571;6095;8127;10807;12681
ARR45563322;Ponnamaravathi;33;22;78.542944;10.277328;0;0;U;TP;6378;11189;11417;11776;12676
ARR4557615;Badli;6;15;76.809913;28.572526;0;0;R;R;7056;10080;11455;13477;12670
ARR45582002;SatganwanaliasHariharganj;20;2;84.280168;24.548439;0;0;U;CT;4174;8429;8687;12043;12665
ARR4559206;Doranda;20;6;85.94440873;24.47098202;0;0;R;R;4328;6981;7272;9239;12663
ARR45601906;Phuphkalan;19;6;87.877363;25.284503;0;0;R;TP;2258;6842;7202;10246;12657
ARR45612731;Nagthane;27;31;74.047994;17.569379;0;0;R;R;3258;7651;7980;11357;12654
ARR4241930;Basta;9;30;79.8538327;26.95370802;0;0;R;R;2716;6804;7968;11004;12651
ARR45622734;Herle;27;34;74.324343;16.748897;0;0;R;R;5040;8542;9945;11895;12645
ARR45642927;Mahadeshwarabetta;29;27;77.59083;12.033694;0;0;R;R;2025;3164;3229;10676;12645
ARR45652811;Ponduru;28;11;83.757182;18.350774;0;0;U;CT;4631;9451;11226;12224;12640
ARR4247953;UmmedJot;9;53;81.99706992;27.11425866;0;0;;;3709;6133;6684;9191;12638
ARR45663303;Melathiruppanthuruthi;33;3;80.111925;12.881046;0;0;U;TP;8011;11335;12497;11811;12638
ARR45671816;Amguri;18;16;94.52289;26.812047;0;0;U;M;3809;6191;7162;11739;12638
ARR45691019;Satanpur;10;19;85.7759152;25.75452956;0;0;R;R;4195;6944;7997;9986;12635
ARR4249105;Mahrail;10;5;86.27207693;26.29834704;0;0;R;R;3913;7246;8134;9492;12630
ARR45701910;Kaliganj;19;10;88.230001;23.726979;0;0;R;R;5336;9301;9482;10849;12625
ARR45712902;Sirur;29;2;75.782477;16.098145;0;0;R;R;3686;10841;11628;11163;12623
ARR4572920;HafizGanj;9;20;79.57912255;28.49309741;0;0;U;CT;2721;5290;6108;9584;12622
ARR45732339;Barela;23;39;80.051368;23.097508;0;0;U;TP;3771;6857;8995;10880;12620
ARR45743320;Nannilam;33;20;79.612558;10.880145;0;0;U;TP;3124;4662;5174;11056;12618
ARR45752808;Mothkur;28;8;79.259254;17.456362;0;0;R;R;5195;9620;10403;13100;12616
ARR4576816;Mohangarh;8;16;71.23957285;27.28686138;0;0;R;R;1657;6136;6636;8895;12614
ARR45772822;Parigi;28;22;77.459538;13.892418;0;0;R;R;5386;8687;10675;11877;12614
ARR45783304;Thiruvalam;33;4;79.194954;12.962861;0;0;U;TP;6591;10955;12286;11424;12613
ARR45802920;Dommasandra;29;20;77.7543;12.8781;0;0;U;CT;3886;7197;8178;9165;12610
ARR4261329;Chakkupallam;32;9;77.13816197;9.617652504;0;0;R;R;7408;10289;11307;12242;12609
ARR45812807;Alampur;28;7;78.132865;15.878839;0;0;R;R;905;1740;1832;11271;12609
ARR45831037;TolaBarajor;10;37;86.371615;24.799869;0;0;R;R;4617;6156;7237;11366;12608
ARR45842727;Kada;27;27;75.0792;18.8945;0;0;R;R;5305;7689;9184;11112;12605
ARR45852404;Kukarvada;24;4;72.617563;23.556043;0;0;R;R;5903;10932;12147;12700;12602
ARR45871016;Sagar;10;16;84.73729585;26.15484032;0;0;R;R;2137;3816;3855;10515;12598
ARR45882726;Rashin;27;26;74.922939;18.438158;0;0;R;R;6230;8775;9141;10891;12596
ARR42672416;BarMuvada;24;16;72.873541;22.965789;0;0;R;R;2793;7758;8525;10724;12593
ARR45892403;Sami;24;3;71.777663;23.684673;0;0;R;R;7571;9962;10486;11607;12591
ARR4590963;SarayBharati;9;63;83.780842;25.882818;0;0;R;R;5467;6766;7989;10028;12587
ARR4591935;Ait;9;35;79.241132;25.89461;0;0;R;R;4472;6576;7148;10632;12586
ARR4593929;Isagarh;9;29;79.392846;27.583862;0;0;R;TP;6872;11848;12090;10347;12583
ARR45942418;MotiKharaj;24;18;74.26390091;22.79455601;0;0;R;R;3873;6564;6698;8787;12581
ARR45952404;BecharAliasBecharaji;24;4;72.043682;23.499812;0;0;U;CT;5656;7855;8538;10672;12574
ARR45962730;Karedu;27;30;76.367089;17.358413;0;0;U;M;5165;9564;11343;11754;12573
ARR45972343;Dighawani;23;43;78.824629;22.207864;0;0;U;CT;4649;9080;10455;11071;12566
ARR4599914;Phalain;9;14;77.492745;27.802574;0;0;R;R;4321;6751;7810;10136;12562
ARR46002807;Utkoor;28;7;77.515759;16.650414;0;0;R;R;7196;10583;10690;11478;12562
ARR46022810;Dudhi;28;10;80.440103;17.330227;0;0;R;TP;5576;7638;8980;11592;12560
ARR428032;SurSingh;3;2;74.71576;31.398809;0;0;R;R;6211;8066;8491;10708;12555
ARR46031902;BhagatpurTeaGarden;19;2;88.910631;26.887388;0;0;R;R;6885;9432;10034;11843;12555
ARR4605914;NauhjheelBanger;9;14;77.648831;27.848863;0;0;R;R;4467;7976;8752;11584;12553
ARR4606822;Uniara;8;22;76.025662;25.915806;0;0;U;M;7770;9141;9233;10834;12551
ARR46072724;Nagothana;27;24;73.134491;18.542292;0;0;U;CT;3197;7434;9183;10239;12549
ARR4612326;Vandithavalam;32;6;76.75232006;10.6516703;0;0;R;R;7895;10527;11697;12160;12531
ARR4614914;Anore;9;14;77.44488303;27.47262437;0;0;R;R;3906;6193;8013;9987;12524
ARR4616928;Bachhrawan;9;28;81.112693;26.470929;0;0;U;TP;6001;7694;9646;11893;12521
ARR46173304;Ammoor;33;4;79.362929;12.975162;0;0;U;TP;4843;7687;9038;11296;12513
ARR4288923;Rakehti;9;23;80.90780187;28.215039;0;0;R;R;3922;6225;6881;9775;12510
ARR46182705;Boath;27;5;76.941362;21.118463;0;0;R;R;6038;8750;10152;10737;12508
ARR46193212;Thannithode;32;12;76.95522346;9.249684953;0;0;R;R;5885;12261;12772;14352;12508
ARR4291316;Handiaya;3;16;75.50113076;30.32671853;0;0;U;TP;6728;7475;7786;9733;12507
ARR46202716;AkhadaBalapur;27;16;77.41706;19.530278;0;0;R;R;5046;8553;8639;11238;12505
ARR4621929;GanipurJogpur;9;29;79.4199266;27.43057309;0;0;R;R;3778;6093;7168;9713;12503
ARR46222814;Koringa;28;14;82.228788;16.807678;0;0;R;R;6445;9619;10875;11902;12495
ARR4623613;Devsar;6;13;76.087529;28.761473;0;0;R;R;1582;5651;6349;10780;12488
ARR46243303;Karunguzhi;33;3;79.905287;12.542644;0;0;U;TP;4274;6475;6816;11372;12485
ARR46251013;Paigambarpur;10;13;85.947864;26.274334;0;0;R;R;4236;6068;6952;11184;12485
ARR46262727;Wadvani;27;27;76.043655;18.98755;0;0;R;R;5463;7284;7588;10080;12484
ARR46271909;Domohani;19;9;87.02569;23.752022;0;0;U;CT;2690;8678;9135;10656;12480
ARR46302815;Perupalem;28;15;81.55557;16.379557;0;0;R;R;7523;10903;11768;12840;12466
ARR46311029;Saraiya;10;29;84.65793898;25.64102521;0;0;R;R;2379;4405;4962;9232;12464
ARR4636617;Dahina;6;17;76.384735;28.296382;0;0;R;R;3418;9236;9724;11440;12451
ARR46373305;Marandahalli;33;5;78.003;12.3885;0;0;U;TP;6693;8366;8063;10177;12451
ARR46381019;Maramangalathupatti;10;19;86.087866;25.855179;0;0;R;CT;4724;7874;8311;11385;12448
ARR4640613;Baliali;6;13;76.015772;28.893337;0;0;R;R;5408;9833;10243;10643;12440
ARR46413001;Usgao;30;1;74.061461;15.421968;0;0;U;CT;4903;9429;9822;12390;12436
ARR46423002;Canacona;30;2;74.027264;15.009249;0;0;U;M;5424;9193;10447;11901;12434
ARR4643917;Bilram;9;17;78.5833;27.8223;0;0;U;TP;5531;8381;9502;12143;12429
ARR46442405;Dhansura;24;5;73.208673;23.348391;0;0;R;R;3294;9687;11134;12906;12424
ARR46453316;Kurumbalur;33;16;78.800742;11.235771;0;0;U;TP;4928;9299;10218;11126;12420
ARR4311105;Basauli;10;5;85.96096537;26.35479952;0;0;R;R;3438;5928;7323;10325;12413
ARR46473314;Aravakurichi;33;14;77.908942;10.775037;0;0;U;TP;4793;6750;9360;11519;12412
ARR4648953;Deharas;9;53;81.838761;26.988433;0;0;R;R;3905;7232;8267;10129;12410
ARR46491022;MaheshaMunda;10;22;87.24799018;25.23916277;0;0;R;R;3363;7250;8088;9705;12409
ARR46503309;Seerapalli;33;9;78.2465;11.4901;0;0;U;TP;4096;6501;7223;11753;12403
ARR46511902;LankaparaTeaGarden;19;2;89.220797;26.801077;0;0;R;R;5626;10046;10465;12081;12401
ARR46522818;Gangavaram;28;18;79.906796;15.508376;0;0;R;R;6085;9658;10166;11433;12400
ARR46532414;Lathidad;24;14;71.768187;22.106947;0;0;R;R;5201;7223;7296;10538;12393
ARR46541910;Vengurla;19;10;88.772567;23.454057;0;0;U;M;5822;10586;12257;12471;12392
ARR46562402;Kanodar;24;2;72.398;24.0874;0;0;U;CT;2547;8216;9029;11130;12389
ARR4657105;Singhaso;10;5;85.88281566;26.30139792;0;0;R;R;3145;6167;6754;9478;12389
ARR4322513;Sikraudha;5;13;77.84952435;30.00133051;0;0;R;R;3098;6196;6884;9311;12386
ARR4658815;Bap;8;15;72.35153135;27.37493253;0;0;R;R;3397;5757;6258;8890;12385
ARR46591023;Subhanpur;10;23;86.90852206;24.99977917;0;0;R;R;2825;5649;7532;9338;12381
ARR4660194;Panjipara;19;4;88.01658191;26.13503555;0;0;R;R;4513;6736;7832;9515;12376
ARR4326194;Bhotamari;19;4;88.26094149;26.38950747;0;0;R;R;3618;5743;6757;9566;12375
ARR4662605;Thummalamenta;6;5;76.269135;29.62162;0;0;R;CT;3076;5593;6933;10385;12373
ARR46633319;Tiruvaduthurai;33;19;79.521774;11.038194;0;0;R;R;6780;10305;11171;12293;12373
ARR46642408;Lakhtar;24;8;71.7899;22.8575;0;0;R;R;4910;9628;10243;12050;12371
ARR46652324;Ranapur;23;24;74.520261;22.647308;0;0;U;TP;7592;9989;10405;10612;12371
ARR46661908;Kirnahar;19;8;87.875256;23.759042;0;0;R;R;3911;7961;8681;10787;12370
ARR46672702;Alangudi;27;2;74.2623;20.9479;0;0;R;TP;5785;8634;10882;10761;12367
ARR4670904;Maindargi;9;4;78.703826;29.231544;0;0;R;R;9072;11484;12483;12148;12363
ARR4672965;Sadat;9;65;83.302526;25.671129;0;0;U;TP;4672;7300;8279;10336;12361
ARR4673810;Khirni;8;10;76.327387;26.254846;0;0;R;R;4781;7712;8930;10911;12358
ARR4674281;Ichoda;28;1;78.45325684;19.43040857;0;0;U;CT;2812;5407;5942;9604;12358
ARR46752916;Nitte;29;16;74.934959;13.183407;0;0;R;R;4829;8623;9559;11381;12354
ARR46762720;Bhagur;27;20;73.833794;19.876239;0;0;U;M;8207;11243;12078;12457;12353
ARR467791;ManakMau;9;1;77.49717842;29.96471047;0;0;R;R;4757;6996;7773;9799;12353
ARR46783301;Thirupachur;33;1;79.874813;13.144393;0;0;R;R;6445;8263;9498;11031;12353
ARR4679928;Korihar;9;28;81.0623;26.2722;0;0;R;R;5141;7789;8405;10339;12351
ARR4680909;Rori;9;9;77.60945;28.855178;0;0;U;CT;3204;8009;8520;10650;12350
ARR46822804;Dubbak;28;4;78.633328;18.185529;0;0;R;R;2103;3626;4655;11368;12349
ARR4683MAH1;Samode;27;2;74.15195429;20.96921095;0;0;R;R;3687;7091;8058;9407;12347
ARR46852327;Mandleshwar;23;27;75.660499;22.175209;0;0;U;TP;6111;7937;9600;11351;12343
ARR4346953;TulsipurMajha;9;53;82.06310053;26.8372431;0;0;;;4166;7182;7807;9816;12341
ARR4686908;Periyakodiveri;9;8;77.265792;28.953597;0;0;U;TP;2625;4304;5448;12405;12330
ARR46871918;PurbaRanaghat;19;18;88.447546;22.135854;0;0;U;CT;3775;7832;8607;10987;12328
ARR4688949;Musafirkhana;9;49;81.796131;26.377908;0;0;U;TP;3754;7089;8443;10651;12324
ARR4689927;Jindaur;9;27;80.61225729;26.9660672;0;0;R;R;3953;6816;8686;9080;12323
ARR46902820;Nagireddipalle;28;20;79.100447;14.264452;0;0;U;CT;6085;8570;9513;11011;12318
ARR46933304;Kalavai;33;4;79.418549;12.769287;0;0;U;TP;8023;11929;14018;12109;12305
ARR46942301;Iklaud;23;1;77.391965;25.602701;0;0;R;R;5416;8415;10214;12212;12303
ARR46962115;Athmallik;21;15;84.5292;20.7208;0;0;R;R;5032;8828;9101;11376;12298
ARR4697BIH1;Kormauli;10;5;86.1038;26.4197;0;0;R;R;3170;6340;7521;8814;12298
ARR46982911;AkkiAlur;29;11;75.17;14.729;0;0;R;R;7198;8998;9916;11023;12294
ARR4699958;BhainsaUrphBankata;9;58;83.156761;26.548511;0;0;R;R;4759;7886;9023;10531;12291
ARR4700287;Pebbair;28;7;77.99342068;16.20654793;0;0;R;R;3262;4869;6719;9869;12289
ARR47032802;Varni;28;2;77.899698;18.528254;0;0;R;R;7081;8963;10441;11457;12281
ARR47041303;TuliHq;13;3;94.645471;26.664823;0;0;R;R;4740;8551;8951;15252;12280
ARR4705911;Palakser;9;11;78.30083402;28.19262152;0;0;R;R;5448;6896;8381;9994;12277
ARR4706810;KasbaKhandar;8;10;76.60439424;26.01415084;0;0;R;R;3935;6451;7361;9673;12273
ARR47072811;Singupuram;28;11;83.972633;18.353652;0;0;R;R;4430;8203;9014;10426;12273
ARR47081912;Tinna;19;12;88.237277;23.096945;0;0;R;R;3804;7335;8222;10796;12259
ARR4710963;Karnai;9;63;84.10063465;25.8189693;0;0;R;R;1894;6313;7686;9704;12251
ARR4711198;Paikar;19;8;87.91460182;24.43458143;0;0;R;R;14923;18890;19677;9737;12250
ARR47132412;Delwada;24;12;71.047459;20.775891;0;0;R;R;6792;8385;8826;11032;12247
ARR4715915;Saiyan;9;15;77.942212;26.943423;0;0;R;R;5141;6677;8156;10294;12247
ARR47191037;Malepur;10;37;86.251339;24.97719;0;0;R;R;5007;7473;7966;10400;12232
ARR47202726;Suregaon;27;26;74.354017;19.927072;0;0;R;R;5176;7394;9165;12553;12230
ARR47222916;Paduvari;29;16;74.626047;13.866855;0;0;R;R;3981;9653;10539;11226;12222
ARR47231022;Kumaitha;10;22;86.72017028;25.16507371;0;0;R;R;5149;7029;7571;9619;12219
ARR47242724;Murud;27;24;72.962284;18.32321;0;0;U;M;6607;11199;12111;12552;12216
ARR4725618;Malab;6;18;77.01304076;28.03799417;0;0;R;R;3398;4357;5008;9814;12214
ARR47262414;Ghogha;24;14;72.277692;21.685309;0;0;U;CT;3759;8949;9420;10848;12208
ARR47271912;Kumirmora;19;12;88.226628;22.687867;0;0;U;CT;6131;8885;9452;11031;12208
ARR47293312;Othakalmandapam;33;12;76.99407;10.883302;0;0;U;TP;5760;8728;9169;10320;12207
ARR47302406;Randheja;24;6;72.638038;23.291329;0;0;R;R;7133;9771;10285;11096;12205
ARR47311914;Para;19;14;86.502205;23.510886;0;0;R;R;5906;7723;8260;13125;12204
ARR47332924;Kolnadu;29;24;75.029409;12.791914;0;0;R;R;4911;8615;10303;11601;12201
ARR4735952;KatrasankarNagar;9;52;82.24572708;27.42985615;0;0;R;R;4764;6964;7524;9535;12197
ARR47362822;Bukkapatnam;28;22;77.800931;14.199413;0;0;R;R;6825;10186;10836;12069;12196
ARR4737811;Lawan;8;11;76.214079;26.771395;0;0;R;R;2463;7245;8141;10738;12194
ARR4738329;Kokkayar;32;9;76.89079947;9.621223737;0;0;R;R;3600;11251;13095;12876;12190
ARR4740945;ArailUparhar;9;45;81.88180817;25.41744019;0;0;U;CT;3391;5470;6389;8816;12190
ARR47412419;Bodeli;24;19;73.715532;22.27389;0;0;U;CT;7182;14658;15269;10490;12184
